source_record_key,source_id,source_row_number,review_text_raw,review_text_normalized_match,customer_rating,category_raw,category_normalized,canonical_category_family,category_mapping_status,product_name_raw,product_id_raw,shop_id_raw,sold_raw,sold_numeric_value,sold_value_semantics,sold_parse_status,sold_missing_flag,product_url_raw,cross_source_exact_overlap_flag,cross_source_normalized_overlap_flag
4034279180b03815f017c3f0456381e2f1c7d82a28eb116d7917d8c56ff624b4,SRC_TOKOPEDIA_REVIEWS_2019,14,Mantaaaaaaaappp..........,mantaaaaaaaappp,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
2dc8bac4e48278597a54595d85feeec7580678dafd67c7b2b2e31f773f871570,SRC_TOKOPEDIA_REVIEWS_2019,15,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
500e536c13530a1e5890afd22543f341ac4395253532b28b0799c2683613ce12,SRC_TOKOPEDIA_REVIEWS_2019,16,josss pokok e bisa buat langganan,josss pokok e bisa buat langganan,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
3f82d9ad7b51b956342aa1d418d0fab11d0cf2971dcbb8731153f2bc5f98ca61,SRC_TOKOPEDIA_REVIEWS_2019,17,"berfungsi dengan baik, normal",berfungsi dengan baik normal,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
65690789cd14c2eba2c266fc26a55394638b674818e175a4c8cac01bc0da5bec,SRC_TOKOPEDIA_REVIEWS_2019,18,"Cara Memberikan Nilai Reputasi ke Penjual

Untuk dapat memberikan nilai reputasi ke penjual, Anda dapat melakukan langkah-langkah berikut ini:",cara memberikan nilai reputasi ke penjual untuk dapat memberikan nilai reputasi ke penjual anda dapat melakukan langkahlangkah berikut ini,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
26ec3fb86fb7b3c77a920b0db982810c28d3826537ae29ed1785925297135831,SRC_TOKOPEDIA_REVIEWS_2019,19,Barang sesuai dengan deskripsi. Pengiriman cepat gak pake lama. Barang bagus. Mantap dahh pokoknya. Thanks gan,barang sesuai dengan deskripsi pengiriman cepat gak pake lama barang bagus mantap dahh pokoknya thanks gan,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
b8168e5bcaafe027314b8767dc828331d234d67cada1f92fb2df9f39c1749b0f,SRC_TOKOPEDIA_REVIEWS_2019,20,Sesuai dengan deskripsi,sesuai dengan deskripsi,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
812d77825645fb9aff6872b741134203fcf6d1f2c869840785d3d9b2d008e3fa,SRC_TOKOPEDIA_REVIEWS_2019,21,"bagus,  packing aman pake bublewrap.  ndak ada yang patah",bagus packing aman pake bublewrap ndak ada yang patah,5,pertukangan,pertukangan,Pertukangan,EXACT,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334,231740,82,82.0,EXACT,EXACT,False,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,False,False
117e45ebfc44f9352962ad838f138088d4c0c0b7a36329b0fe5ca27de33ac0e2,SRC_TOKOPEDIA_REVIEWS_2019,22,Barang sesuai deskripsi,barang sesuai deskripsi,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,True,True
87fcd613479ef8c5634d6c087091efee8e73f4152f6935f75cf1f96076801eae,SRC_TOKOPEDIA_REVIEWS_2019,23,cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp,cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
d392ac6a07f93fd157c2e4d412ca496807075864a7ef1f12f4566e105f6af9aa,SRC_TOKOPEDIA_REVIEWS_2019,24,barang sudah sampai sesuai pesanan .,barang sudah sampai sesuai pesanan ,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
5bb0944de3e2dd0fc14a3651b3e2f1b90c20ebdb032ee035b538e321c95262b3,SRC_TOKOPEDIA_REVIEWS_2019,25,Thanksssssssssssssss,thanksssssssssssssss,3,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
524553f27ab804572529af2887247b6bd85bf2e9633e88c9ee09f99857a9e902,SRC_TOKOPEDIA_REVIEWS_2019,26,Barang bagus sesuai info fast response,barang bagus sesuai info fast response,4,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
386fba4db4711078a839ca4fdc71f688371c80ffdf23cab9ea326e53c03232d4,SRC_TOKOPEDIA_REVIEWS_2019,27,"barang ok....
pengriman cepet....",barang ok pengriman cepet,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
42310255f77be77546c187219b93d806a161d5b8c6074d4f560de5e8bfcc3fff,SRC_TOKOPEDIA_REVIEWS_2019,28,barang sudah sy terima gan thanks,barang sudah sy terima gan thanks,4,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
b8250190feae8e474e378188994c4a331463df1033552f110a5c96bad2d2f7f2,SRC_TOKOPEDIA_REVIEWS_2019,29,paket telah diterima baik.. Terima kasih,paket telah diterima baik terima kasih,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
637247644d5c862f0e60db0c41a6442871728e23bdc8e2eecd83f78cfe881f0e,SRC_TOKOPEDIA_REVIEWS_2019,30,"Barang bagus, ga kecewa, tapi kurang banyak, nanti order lagi dah",barang bagus ga kecewa tapi kurang banyak nanti order lagi dah,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
b961b95e1c4fa4726d04a6c217912393755206b2e5a3306bb49140e06dcd2fec,SRC_TOKOPEDIA_REVIEWS_2019,31,"barang sudah di terima, terima kasih ....",barang sudah di terima terima kasih ,4,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
4d86d6a704409f061be2d3fb1067acb0cae4f888a9efca0508df6aff2a994d7b,SRC_TOKOPEDIA_REVIEWS_2019,32,Barang sudah diterima .........,barang sudah diterima ,4,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
05d99d7e8c58285c828d9bd406d7741fe12646540596676c931c34fcf03b8909,SRC_TOKOPEDIA_REVIEWS_2019,33,sip. udah sampe beberapa menit yg lalu. oke sesuai pesanan dan gambar. trimakasih kerjasamanya.,sip udah sampe beberapa menit yg lalu oke sesuai pesanan dan gambar trimakasih kerjasamanya,5,pertukangan,pertukangan,Pertukangan,EXACT,ISI REFILL Staple Stapel Straples Streples Staples Paku tembak GUN,17740606,154386,48,48.0,EXACT,EXACT,False,https://www.tokopedia.com/e-shop2wheel/isi-refill-staple-stapel-straples-streples-staples-paku-tembak-gun,False,False
9790a3a2b12d428874b235f8205098efb0782962155c500baf8196f556627e0d,SRC_TOKOPEDIA_REVIEWS_2019,34,sesuai deskripsi barangnya,sesuai deskripsi barangnya,5,pertukangan,pertukangan,Pertukangan,EXACT,Electric Rivet Gun Adapter,438509680,792976,9,9.0,EXACT,EXACT,False,https://www.tokopedia.com/pamasshop/electric-rivet-gun-adapter,False,False
df8371313df7eecabfaa23da997d0077e9b74e3541b069199dda5c4dd780d514,SRC_TOKOPEDIA_REVIEWS_2019,35,Produk sesuai pesanan tp blm dcoba,produk sesuai pesanan tp blm dcoba,4,pertukangan,pertukangan,Pertukangan,EXACT,Electric Rivet Gun Adapter,438509680,792976,9,9.0,EXACT,EXACT,False,https://www.tokopedia.com/pamasshop/electric-rivet-gun-adapter,False,False
07bcda6f98a833dd5d0bea8216f4e5966e5de247979c9b0ade1df9d4017af0b2,SRC_TOKOPEDIA_REVIEWS_2019,36,Proses cepat dan mantap,proses cepat dan mantap,5,pertukangan,pertukangan,Pertukangan,EXACT,Electric Rivet Gun Adapter,438509680,792976,9,9.0,EXACT,EXACT,False,https://www.tokopedia.com/pamasshop/electric-rivet-gun-adapter,False,False
6ace761971fb5f58c43c2e8bfc2d76a5d75f8cb58cae81bde708e7d48f3164a5,SRC_TOKOPEDIA_REVIEWS_2019,37,sesuai deskripsi barangnya,sesuai deskripsi barangnya,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
9dcbdf9cbf119d0b05e792165809743d8781c0edcde8ac479e8463204718cbe6,SRC_TOKOPEDIA_REVIEWS_2019,38,Bagus sesuai dgn deskripsi thnks.,bagus sesuai dgn deskripsi thnks,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
1ebc459a0f8c6bf656a3ce286ef852155a78d7d6466acb8dac31f3430f44ae9a,SRC_TOKOPEDIA_REVIEWS_2019,39,Produk sesuai gambar dan deskripsi. Produknya bagus dan harganya jg bagus. Recommended produk,produk sesuai gambar dan deskripsi produknya bagus dan harganya jg bagus recommended produk,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
9e34fc0bd9ccb2be248931d7d9f54d963433f7bab5d16356eb35e631e33a8959,SRC_TOKOPEDIA_REVIEWS_2019,40,seller is good. produknya mantap. 5 stars ya,seller is good produknya mantap 5 stars ya,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
5086653a74e4989ae3b5f6c9655e812e8028592d3986c67cca2165a0b06e43cd,SRC_TOKOPEDIA_REVIEWS_2019,41,"Produk bagus, sesuai deskripsi, packing rapi, pengiriman cepat, hanya kurirnya yg agak telat.. thanks..",produk bagus sesuai deskripsi packing rapi pengiriman cepat hanya kurirnya yg agak telat thanks,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
2f6a3b22fa0eee03b22ed68ca04fec0298e6452472bc42361e94cf5a35fafd70,SRC_TOKOPEDIA_REVIEWS_2019,42,"Mahmurah mantap... Barang sdh sampe,, thanks sukses selalu",mahmurah mantap barang sdh sampe thanks sukses selalu,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
00335e9f6cafc02df9a6d97cf3a144c2abb117e7b73ae6a6c7628a72bd80fcbe,SRC_TOKOPEDIA_REVIEWS_2019,43,Produk diterima utuh tersegel.. semoga awet,produk diterima utuh tersegel semoga awet,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
de480ec2257f2ba64e407b46ac9229aac306cd11b64d4475b54e2cc4fc402905,SRC_TOKOPEDIA_REVIEWS_2019,44,"Sesuai order, pengiriman cepat, respon cepat",sesuai order pengiriman cepat respon cepat,4,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
bb9ce9abc033a97f448a89ce21bb008b066ed0d8dfe1239278923cbab34de77b,SRC_TOKOPEDIA_REVIEWS_2019,45,Respon dan proses dr penjual cepat. Barang sdh diterima stlh 2 hari. Kualitas barang bagus. Recommended seller. Thanks,respon dan proses dr penjual cepat barang sdh diterima stlh 2 hari kualitas barang bagus recommended seller thanks,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
000ab82822a7851094968507913013b2b102589f9aad460c2aee4e3e0fc638b1,SRC_TOKOPEDIA_REVIEWS_2019,46,Mantap. Sesuai deskripsi. Trimakasih semoga barokah jualannya.,mantap sesuai deskripsi trimakasih semoga barokah jualannya,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
268951352b5bcaa0251d8714ca80dc4f757363044631134ae6aa27efdab73ecd,SRC_TOKOPEDIA_REVIEWS_2019,47,"Makasih gan, barang sesuai",makasih gan barang sesuai,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
f9e1c1433ed341d772cc27930cbddc7fdbff82489466233fa08b2275a3389e23,SRC_TOKOPEDIA_REVIEWS_2019,48,Pengiriman cepat. Fast respon. Barang sesuai. Trims,pengiriman cepat fast respon barang sesuai trims,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
8f3c9997a049f6ebef3e60f6b92a80c5646ed399769d3fdaea17f09e1fac3cf6,SRC_TOKOPEDIA_REVIEWS_2019,49,"Produknya bagus, berkualitas, dan berfungsi dg baik",produknya bagus berkualitas dan berfungsi dg baik,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
76566a349450f581eec3ca0f850a17e9b70e7647bc11f29123efddf5977f0fb5,SRC_TOKOPEDIA_REVIEWS_2019,50,brg diterima dg baik&amp; lengkap,brg diterima dg baik lengkap,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
a2fe2180333d45d82b1cffc4471cfb9dfccbadb526fc39b3e14769f373259a9d,SRC_TOKOPEDIA_REVIEWS_2019,51,Great Product &amp; Great Seller,great product great seller,5,pertukangan,pertukangan,Pertukangan,EXACT,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,2951077,40,40.0,EXACT,EXACT,False,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,False,False
