source_record_key,source_id,source_row_number,category_raw,category_normalized,canonical_category_family,category_mapping_status,product_name_raw,location_raw,price_raw,price_idr,price_parse_status,overall_rating_raw,product_overall_rating,overall_rating_parse_status,number_sold_raw,number_sold_value,number_sold_semantics,number_sold_parse_status,total_review_raw,total_review_value,total_review_parse_status,customer_rating,review_text_raw,review_text_normalized_match,sentiment_label_raw,emotion_label_raw,rating_sentiment_consistency,cross_source_exact_overlap_flag,cross_source_normalized_overlap_flag,cross_source_near_duplicate_candidate_flag
1be499ce936d751a774cab2ff847674aa7c027239a8da2c51604604bc0d67aad,SRC_PRDECT_ID_V1,11,Computers and Laptops,computers and laptops,,UNMAPPED,Adaptor Charger OriginaL Laptop Asus X441 X441U X441UV X441UA X441S,Jakarta Barat,113777,,MISSING,4.9,4.9,EXACT,1630,1630,EXACT,EXACT,777,777,EXACT,5,"Pengiriman super cepat, barang bagus, recommended seller, thanks",pengiriman super cepat barang bagus recommended seller thanks,Positive,Happy,CONSISTENT,False,False,True
0fbcfa8e5655557aa173e67fa9fa36a3e8ce6722f072da7d97bf88d661b86f6d,SRC_PRDECT_ID_V1,12,Computers and Laptops,computers and laptops,,UNMAPPED,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,Jakarta Utara,66000,,MISSING,4.8,4.8,EXACT,2702,2702,EXACT,EXACT,882,882,EXACT,5,alhamdulillah barangnya udah nyampe... d coba bagus... semoga awet... terima kasih seller kurir dan tokopedia...,alhamdulillah barangnya udah nyampe d coba bagus semoga awet terima kasih seller kurir dan tokopedia,Positive,Happy,CONSISTENT,False,False,True
5fe5e1cf159dd8bdaa99ee3d70942634217f773e5bbc7385fb10c705d5b46589,SRC_PRDECT_ID_V1,13,Computers and Laptops,computers and laptops,,UNMAPPED,Kabel Power Adaptor Charger Laptop 3 Lubang,Jakarta Pusat,25000,,MISSING,4.9,4.9,EXACT,2122,2122,EXACT,EXACT,828,828,EXACT,5,"Penjual amanah, responsif. Kabel berfungsi baik. Pengiriman cepat. Terima kasih.",penjual amanah responsif kabel berfungsi baik pengiriman cepat terima kasih,Positive,Happy,CONSISTENT,False,False,False
4e4f50596d991c0d2c4d78739ef52cf42d5dc0664d7effda8a424c140193d577,SRC_PRDECT_ID_V1,14,Computers and Laptops,computers and laptops,,UNMAPPED,Charger Adaptor Laptop Acer Aspire E14 E5-421 E5-431 E5-471 E5-475G,Jakarta Pusat,55000,,MISSING,4.9,4.9,EXACT,2010,2010,EXACT,EXACT,970,970,EXACT,5,"Alhamdulillah barang sudah sampai, bisa dipakai semoga berfungsi dengan baik dan awet, kurirnya baik smoga rezekinya lancar terus",alhamdulillah barang sudah sampai bisa dipakai semoga berfungsi dengan baik dan awet kurirnya baik smoga rezekinya lancar terus,Positive,Happy,CONSISTENT,False,False,True
b875f6bb08a941cb57d16302f8132e1e5a49f99fc5e744f8d89a2390b055592a,SRC_PRDECT_ID_V1,15,Computers and Laptops,computers and laptops,,UNMAPPED,Cooling Pad Laptop Gaming 6 Fan Kipas Pendingin Laptop Kipas Cooler Q3,Kota Bandung,127880,,MISSING,4.9,4.9,EXACT,1257,1257,EXACT,EXACT,700,700,EXACT,5,bagus. berjalan baik dan cukup silent. kokoh dan muat untuk laptop 16 inch,bagus berjalan baik dan cukup silent kokoh dan muat untuk laptop 16 inch,Positive,Happy,CONSISTENT,False,False,False
9c16a6e445053f40bf3cffd0998242401dcd4ecbd2bdbc00fe1d74d03ee65a4b,SRC_PRDECT_ID_V1,16,Computers and Laptops,computers and laptops,,UNMAPPED,Cooling Pad Laptop Gaming 6 Fan Kipas Pendingin Laptop Kipas Cooler Q3,Kota Bandung,127880,,MISSING,4.9,4.9,EXACT,1257,1257,EXACT,EXACT,700,700,EXACT,5,"Packing aman, pengiriman cepat dan barang berfungsi dengan baik",packing aman pengiriman cepat dan barang berfungsi dengan baik,Positive,Happy,CONSISTENT,False,True,False
ed05fd76c276c192b77b2f7ee8b117c76c6644713a8a13316862f579fa3ddde7,SRC_PRDECT_ID_V1,17,Computers and Laptops,computers and laptops,,UNMAPPED,"kipas laptop cooling pad Ace cooling ergostand 15,6inch 1 fan",Jakarta Utara,80000,,MISSING,4.8,4.8,EXACT,3982,3982,EXACT,EXACT,1890,1890,EXACT,5,Produknya baik dan kualitasny good banget. produk sampai ke konsumen dalam kondisi baik. sesuai sih sama harga juga so overall very good lah ??,produknya baik dan kualitasny good banget produk sampai ke konsumen dalam kondisi baik sesuai sih sama harga juga so overall very good lah ,Positive,Happy,CONSISTENT,False,False,False
67a1408d868bb76ce87fc16400f2c684454743b4180b6889bb11fd0fb059971f,SRC_PRDECT_ID_V1,18,Computers and Laptops,computers and laptops,,UNMAPPED,"kipas laptop cooling pad Ace cooling ergostand 15,6inch 1 fan",Jakarta Utara,80000,,MISSING,4.8,4.8,EXACT,3982,3982,EXACT,EXACT,1890,1890,EXACT,5,barang udah sampai ya gan dan berfungsi. terima kasih,barang udah sampai ya gan dan berfungsi terima kasih,Positive,Happy,CONSISTENT,False,False,False
d0a6896a9da74788dea62edfaf1b52da4f4de9feac7a159d246ca60d8a4ec11a,SRC_PRDECT_ID_V1,19,Computers and Laptops,computers and laptops,,UNMAPPED,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,,MISSING,4.8,4.8,EXACT,13900,13900,EXACT,EXACT,6671,6671,EXACT,5,barang mantap sesuai deskripsi laptop jadi adem n sejuk,barang mantap sesuai deskripsi laptop jadi adem n sejuk,Positive,Happy,CONSISTENT,False,False,True
a56410d2a3fbca89fd37ad0b1c804f5511ed34419b04bfb6f7533c4b8ed08a5c,SRC_PRDECT_ID_V1,20,Computers and Laptops,computers and laptops,,UNMAPPED,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,,MISSING,4.8,4.8,EXACT,13900,13900,EXACT,EXACT,6671,6671,EXACT,5,"produk saya terima dengan kondisi baik, terima kasih ^^",produk saya terima dengan kondisi baik terima kasih ,Positive,Happy,CONSISTENT,False,False,False
dd50c385b63a67062ca2a155bf52b3f9af0c3eb550d821035fd520127cc1e107,SRC_PRDECT_ID_V1,21,Computers and Laptops,computers and laptops,,UNMAPPED,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,,MISSING,4.8,4.8,EXACT,13900,13900,EXACT,EXACT,6671,6671,EXACT,5,"belanja kedua kalinya, selalu puas. pengiriman lumayan cepat. overall bagus banget",belanja kedua kalinya selalu puas pengiriman lumayan cepat overall bagus banget,Positive,Happy,CONSISTENT,False,False,True
20251ea6f2b46b0d43537c536a7ca1f5ede6a0555a14dcd401aa6d70bedf02be,SRC_PRDECT_ID_V1,22,Computers and Laptops,computers and laptops,,UNMAPPED,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,,MISSING,4.8,4.8,EXACT,13900,13900,EXACT,EXACT,6671,6671,EXACT,5,"Kualitas barang bagus, harga relatif murah, kiriman super cepat, response penjual baik, recommended seller, bintang 5, terima kasih yah, semoga SUKSES usaha-nya, aamiin ??????.",kualitas barang bagus harga relatif murah kiriman super cepat response penjual baik recommended seller bintang 5 terima kasih yah semoga sukses usahanya aamiin ,Positive,Happy,CONSISTENT,False,False,True
3a42827b9b964d270b764d544475918444cd97fc93b82c294077fb1c6f66d399,SRC_PRDECT_ID_V1,23,Computers and Laptops,computers and laptops,,UNMAPPED,Cooling Pad Gaming Ergostand Kipas Pendingin Laptop Big Fan Cooler Pad - KIPAS ERGOSTAND,Jakarta Barat,74900,,MISSING,4.7,4.7,EXACT,3713,3713,EXACT,EXACT,2153,2153,EXACT,5,mantab barang nya oke punya,mantab barang nya oke punya,Positive,Happy,CONSISTENT,False,False,False
fab3a74bb8c13740f98cf5ece29a6fe86206f47f3f0d17bfdfa76b0ee8c2bcb1,SRC_PRDECT_ID_V1,24,Computers and Laptops,computers and laptops,,UNMAPPED,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,,MISSING,4.9,4.9,EXACT,5988,5988,EXACT,EXACT,2969,2969,EXACT,5,"pengiriman cepat, packing rapi, kualitas mantap",pengiriman cepat packing rapi kualitas mantap,Positive,Happy,CONSISTENT,False,False,True
ec993e5e0ee7c3a8eeb44ebb5bb2778067146a3913ea9e0cf02f787646f5c4ad,SRC_PRDECT_ID_V1,25,Computers and Laptops,computers and laptops,,UNMAPPED,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,,MISSING,4.9,4.9,EXACT,5988,5988,EXACT,EXACT,2969,2969,EXACT,5,silent dan bagus untuk pekerjaan ringan,silent dan bagus untuk pekerjaan ringan,Positive,Happy,CONSISTENT,False,False,False
dcc7fe7ea6f944455dcc47d18a65457ee481f293769d1385970a5e83e9df535c,SRC_PRDECT_ID_V1,26,Computers and Laptops,computers and laptops,,UNMAPPED,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,,MISSING,4.9,4.9,EXACT,5988,5988,EXACT,EXACT,2969,2969,EXACT,5,Barang cepat sampai. Kualitas bagus dan pengiriman aman tidak ada yang pecah. Manstapu ??????,barang cepat sampai kualitas bagus dan pengiriman aman tidak ada yang pecah manstapu ,Positive,Happy,CONSISTENT,False,False,True
602b18e631493dffd2d9c611ceb1c39e901a9a6e3f9a595dad89db977df1e283,SRC_PRDECT_ID_V1,27,Computers and Laptops,computers and laptops,,UNMAPPED,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,,MISSING,4.9,4.9,EXACT,5988,5988,EXACT,EXACT,2969,2969,EXACT,5,"Bagus, berkualitas, sesuai gbr. Makasih Seller, Tokped dan Kurir",bagus berkualitas sesuai gbr makasih seller tokped dan kurir,Positive,Happy,CONSISTENT,False,False,False
abf5703ddb769e32f1759bf4930ce457f5527d7f32f4ab291cc5955e350ab756,SRC_PRDECT_ID_V1,28,Computers and Laptops,computers and laptops,,UNMAPPED,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,,MISSING,5.0,5.0,EXACT,2716,2716,EXACT,EXACT,1843,1843,EXACT,5,"mantap kipasnya kenceng, barangnya berkualitas sesuai sama harga",mantap kipasnya kenceng barangnya berkualitas sesuai sama harga,Positive,Happy,CONSISTENT,False,False,False
7a3222d6f06fb5a09c6d956667a3008386f7a9781a5b737a26b539b0517d27c8,SRC_PRDECT_ID_V1,29,Computers and Laptops,computers and laptops,,UNMAPPED,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,,MISSING,5.0,5.0,EXACT,2716,2716,EXACT,EXACT,1843,1843,EXACT,5,mantap proses pengerjaan dan pengiriman juga barang sesuai dengan deskripsi,mantap proses pengerjaan dan pengiriman juga barang sesuai dengan deskripsi,Positive,Happy,CONSISTENT,False,False,False
cdcb80f3b74967ac2e6697c27ea89326686f7a55f224a1f746c4b192a6c74a7d,SRC_PRDECT_ID_V1,30,Computers and Laptops,computers and laptops,,UNMAPPED,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,,MISSING,5.0,5.0,EXACT,2716,2716,EXACT,EXACT,1843,1843,EXACT,5,"mantap kipasnya kenceng, barangnya berkualitas sesuai sama harga",mantap kipasnya kenceng barangnya berkualitas sesuai sama harga,Positive,Happy,CONSISTENT,False,False,False
cdb11538f8a37b438662cf46184ec0db2c10f65b7d91bcd65c772b51264417fa,SRC_PRDECT_ID_V1,31,Computers and Laptops,computers and laptops,,UNMAPPED,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,,MISSING,5.0,5.0,EXACT,2716,2716,EXACT,EXACT,1843,1843,EXACT,5,Penjualnya Ramah Melayani Pembeli Dengan Sabar dan Memberikan Berbagai Saran Yang Pembeli Tidak Tahu ... Mantap Lah ??????,penjualnya ramah melayani pembeli dengan sabar dan memberikan berbagai saran yang pembeli tidak tahu mantap lah ,Positive,Happy,CONSISTENT,False,False,False
96e5452023015f097f69c0c3dc09d4777a508417006bf3669a2865087337b787,SRC_PRDECT_ID_V1,32,Computers and Laptops,computers and laptops,,UNMAPPED,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Kota Surabaya,385000,,MISSING,5.0,5.0,EXACT,2716,2716,EXACT,EXACT,1843,1843,EXACT,5,"barang sampai dengan cepat, packingnya rapi dan amat sekali, tidak ada bagian acrylic yang pecah. berfungsi dengan baik. semoga awet.",barang sampai dengan cepat packingnya rapi dan amat sekali tidak ada bagian acrylic yang pecah berfungsi dengan baik semoga awet,Positive,Happy,CONSISTENT,False,False,True
6c3c374613dead4648c5b8f35170cbd18a2afb9664a317e2dfb579dabeefe8e3,SRC_PRDECT_ID_V1,33,Computers and Laptops,computers and laptops,,UNMAPPED,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,Jakarta Utara,15000,,MISSING,4.9,4.9,EXACT,690,690,EXACT,EXACT,338,338,EXACT,5,Sangat presisi dan pas,sangat presisi dan pas,Positive,Happy,CONSISTENT,False,False,False
634af6a7a3d171d3212c03214732fc229f7a301c898e75bb0a907bf0348b5898,SRC_PRDECT_ID_V1,34,Computers and Laptops,computers and laptops,,UNMAPPED,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,Jakarta Utara,15000,,MISSING,4.9,4.9,EXACT,690,690,EXACT,EXACT,338,338,EXACT,5,"Puas banget, seller helpfull, sangat responsif dan cepet banget sampai nya, recomended...",puas banget seller helpfull sangat responsif dan cepet banget sampai nya recomended,Positive,Happy,CONSISTENT,False,False,False
2c5e4926136ba440a4bae83585c93678a727fc65d22e95c685bbebd11aaa822b,SRC_PRDECT_ID_V1,35,Computers and Laptops,computers and laptops,,UNMAPPED,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,Jakarta Utara,15000,,MISSING,4.9,4.9,EXACT,690,690,EXACT,EXACT,338,338,EXACT,5,"Mantappp, responnya juga memuaskan. sudah dicoba dan dipasang presisi dan nyaman. CAs Juga responsif",mantappp responnya juga memuaskan sudah dicoba dan dipasang presisi dan nyaman cas juga responsif,Positive,Happy,CONSISTENT,False,False,False
a8a0174d85713278fedf35d3d97ba800f0748fb70df4ace33005de98ca5abee1,SRC_PRDECT_ID_V1,36,Computers and Laptops,computers and laptops,,UNMAPPED,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam",Jakarta Barat,365000,,MISSING,5.0,5.0,EXACT,2554,2554,EXACT,EXACT,1396,1396,EXACT,5,Mantap barangnya cepet sampai dan enak digunainnya!,mantap barangnya cepet sampai dan enak digunainnya,Positive,Happy,CONSISTENT,False,False,True
965a9382c587d5120eae8a5b0626e66e7b6d58f1606528aca22b6485e421ab40,SRC_PRDECT_ID_V1,37,Computers and Laptops,computers and laptops,,UNMAPPED,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam",Jakarta Barat,365000,,MISSING,5.0,5.0,EXACT,2554,2554,EXACT,EXACT,1396,1396,EXACT,5,"Barang bagus,oke, cepat pengirimannya juga",barang bagusoke cepat pengirimannya juga,Positive,Happy,CONSISTENT,False,False,False
e99d1b8938a793249a4a714f6fc6b9160cd76c51e0fc9cea8a4ed054a63294b7,SRC_PRDECT_ID_V1,38,Computers and Laptops,computers and laptops,,UNMAPPED,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam",Jakarta Barat,365000,,MISSING,5.0,5.0,EXACT,2554,2554,EXACT,EXACT,1396,1396,EXACT,5,"Pengiriman cepat, seller responsif ??",pengiriman cepat seller responsif ,Positive,Happy,CONSISTENT,False,False,True
7d9ed46e61b2f145d61dc3f959cf35c8fd3aa40ec7dd26d71780a929fa883f01,SRC_PRDECT_ID_V1,39,Computers and Laptops,computers and laptops,,UNMAPPED,Wireless Keyboard i8 Mini TouchPad Mouse 2.4G Handheld PC Android TV,Jakarta Utara,53500,,MISSING,4.9,4.9,EXACT,5449,5449,EXACT,EXACT,2369,2369,EXACT,5,Barang berfungsi baik. Pemilik toko sangat responsif dan membantu saat ada sedikit kendala. Sukses tokonya ya gan ??????,barang berfungsi baik pemilik toko sangat responsif dan membantu saat ada sedikit kendala sukses tokonya ya gan ,Positive,Happy,CONSISTENT,False,False,True
4302e647f1971c693e5d90d4fd2d5b2e8c819033ebd4c94135629032701e4a13,SRC_PRDECT_ID_V1,40,Computers and Laptops,computers and laptops,,UNMAPPED,Wireless Keyboard i8 Mini TouchPad Mouse 2.4G Handheld PC Android TV,Jakarta Utara,53500,,MISSING,4.9,4.9,EXACT,5449,5449,EXACT,EXACT,2369,2369,EXACT,5,"seller luar biasa.. packing baik, pengiriman cepat, penting nya barang sesuai deskripsi dan berfungsi. terima kasih..",seller luar biasa packing baik pengiriman cepat penting nya barang sesuai deskripsi dan berfungsi terima kasih,Positive,Happy,CONSISTENT,False,False,False
2527c96c19bfc18d8a6b5cb98fe1fc806e2a8b8d7a2844f91043fce31dbe65ea,SRC_PRDECT_ID_V1,41,Computers and Laptops,computers and laptops,,UNMAPPED,Logitech M191 Mouse Wireless Full Size - Mid Grey,Jakarta Timur,119000,,MISSING,4.9,4.9,EXACT,9777,9777,EXACT,EXACT,5546,5546,EXACT,1,Sangat kecewa. Baru 4 bulan scroll sudah rusak.,sangat kecewa baru 4 bulan scroll sudah rusak,Negative,Sadness,CONSISTENT,False,False,False
5e19a59d069d1e761eb0d0baf03e3075b6247a231f4658024f4d0a5505727dc5,SRC_PRDECT_ID_V1,42,Computers and Laptops,computers and laptops,,UNMAPPED,Adaptor Charger OriginaL Laptop Asus X441 X441U X441UV X441UA X441S,Jakarta Barat,113777,,MISSING,4.9,4.9,EXACT,1630,1630,EXACT,EXACT,777,777,EXACT,1,"jelek, yg pasti jauh dari ori. mousepad jd ga bs dipakai kl di charger, jd getar parah. barang ga sesui foto, kayak barang lapak sebelah yg harga 80rban. padahal sebelumnya pernah beli disini dan bagus,persis spt foto yg ada indikator di ujung charger. makanya order disini lg walaupun sedikit mahal ternyata barangnya tdk sama dgn order sebelumnya",jelek yg pasti jauh dari ori mousepad jd ga bs dipakai kl di charger jd getar parah barang ga sesui foto kayak barang lapak sebelah yg harga 80rban padahal sebelumnya pernah beli disini dan baguspersis spt foto yg ada indikator di ujung charger makanya order disini lg walaupun sedikit mahal ternyata barangnya tdk sama dgn order sebelumnya,Negative,Sadness,CONSISTENT,False,False,False
4f4793991624fff4007d3884ec1d620675caf26e9715619f763af9fe48d80f17,SRC_PRDECT_ID_V1,43,Computers and Laptops,computers and laptops,,UNMAPPED,Kabel Power Adaptor Charger Laptop 3 Lubang,Jakarta Pusat,25000,,MISSING,4.9,4.9,EXACT,2122,2122,EXACT,EXACT,828,828,EXACT,1,gak bisa di pakai??,gak bisa di pakai,Negative,Sadness,CONSISTENT,False,False,False
9ab0b3f1178a84c9d76aec1e9551b2efa5196ce790f29f406300bdcbb282a79a,SRC_PRDECT_ID_V1,44,Computers and Laptops,computers and laptops,,UNMAPPED,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,,MISSING,4.9,4.9,EXACT,5988,5988,EXACT,EXACT,2969,2969,EXACT,1,Kecewa parah nggk berkah jualan gitu,kecewa parah nggk berkah jualan gitu,Negative,Sadness,CONSISTENT,False,False,False
dac83e5b00cca96b2ab6afb2e9df35369f0b24897e1e111200e3226ffeef8c0f,SRC_PRDECT_ID_V1,45,Computers and Laptops,computers and laptops,,UNMAPPED,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE",Kota Bandung,90000,,MISSING,4.9,4.9,EXACT,5182,5182,EXACT,EXACT,2423,2423,EXACT,1,kecewa penjual ga tanggung jawab komplen berhari� gada solusi,kecewa penjual ga tanggung jawab komplen berhari gada solusi,Negative,Sadness,CONSISTENT,False,False,False
aed885053d240e9feef9ff6e8a02580c82bce6c945f7ae00bbd27f1a6b12349e,SRC_PRDECT_ID_V1,46,Computers and Laptops,computers and laptops,,UNMAPPED,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE",Kota Bandung,90000,,MISSING,4.9,4.9,EXACT,5182,5182,EXACT,EXACT,2423,2423,EXACT,1,"pas beli nanya dulu tipe untuk macbook pro 13inch M1 yang mana di variasi nya, kata penjualnya yang �new pro 13�. pas dateng casing kekecilan karena salah tipe ternyata. dan penjual pake banyak alesan gamau tanggung jawab padahal yang salah ya yg ngejual. kecewa gamau lagi beli disini ga tanggung jawab.",pas beli nanya dulu tipe untuk macbook pro 13inch m1 yang mana di variasi nya kata penjualnya yang new pro 13 pas dateng casing kekecilan karena salah tipe ternyata dan penjual pake banyak alesan gamau tanggung jawab padahal yang salah ya yg ngejual kecewa gamau lagi beli disini ga tanggung jawab,Negative,Sadness,CONSISTENT,False,False,False
ec8e6bd825ec979116f20ec604e2b6373e154258026d5add88ada61e5187902f,SRC_PRDECT_ID_V1,47,Computers and Laptops,computers and laptops,,UNMAPPED,CASE MACBOOK Case MATTE BLACK AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - NEW AIR A2337M1,Kota Bandung,99000,,MISSING,4.9,4.9,EXACT,1848,1848,EXACT,EXACT,952,952,EXACT,1,Barang sampai terlalu lama padahal masih dalam kota. Casing mudah lepas. Jujur mengecewakan.,barang sampai terlalu lama padahal masih dalam kota casing mudah lepas jujur mengecewakan,Negative,Sadness,CONSISTENT,False,False,False
